,city,date,fare,ride_id,driver_count,type
371,Christopherfurt,2019-04-09 00:32:07,29.96,9825842278797,41,Urban
372,North Madeline,2019-01-29 16:12:52,17.57,2596456211339,19,Urban
373,Richardfort,2019-02-01 20:18:28,10.26,9554935945413,38,Urban
374,South Phillip,2019-01-25 05:04:01,38.15,3599156329334,38,Urban
375,East Kaylahaven,2019-02-11 00:24:18,43.19,8671036380224,65,Urban
376,Rodneyfort,2019-04-11 02:57:58,36.3,9048909984411,34,Urban
377,Pattyland,2019-04-26 08:31:23,19.99,8827777964944,59,Urban
378,South Karenland,2019-03-24 23:37:10,41.44,604857308441,4,Urban
379,Port David,2019-03-24 21:58:25,28.84,5266776204034,7,Urban
380,Rodneyfort,2019-03-10 05:23:50,29.13,4634913853499,34,Urban
381,New Paulton,2019-02-02 16:37:18,17.19,8500434852265,44,Urban
382,Williamsstad,2019-03-12 01:39:41,18.67,2161825345900,59,Urban
383,South Michelleport,2019-01-29 20:40:56,9.79,5529055605923,72,Urban
384,West Christopherberg,2019-03-21 02:57:41,21.41,7703401822129,32,Urban
385,Lake Scottton,2019-03-25 21:46:20,36.92,7043639906896,58,Urban
386,Port Angela,2019-03-19 12:32:49,17.21,1694214658257,67,Urban
387,Christopherfurt,2019-04-17 22:12:49,32.39,653651735748,41,Urban
388,Joneschester,2019-02-27 08:19:34,33.34,2386091007509,39,Urban
389,Loganberg,2019-01-25 01:59:40,26.03,9123752490460,23,Urban
390,South Phillip,2019-02-19 13:19:38,33.07,8518162252523,38,Urban
391,Deanville,2019-01-23 13:00:34,42.45,7286207597519,49,Urban
392,New Kimberlyborough,2019-01-30 21:46:18,29.09,8587116438511,33,Urban
393,Port Johnbury,2019-04-11 10:26:44,9.1,7804751879143,3,Urban
394,West Patrickchester,2019-04-19 03:26:10,44.5,8638322986256,25,Urban
395,West Robert,2019-01-11 11:10:10,5.16,1592591668312,39,Urban
396,New Paulton,2019-03-28 03:35:48,14.94,3703489461658,44,Urban
397,South Latoya,2019-03-19 16:19:22,31.72,363818381250,10,Urban
398,Robertport,2019-02-18 15:01:19,43.47,7995689882173,12,Urban
399,Valentineton,2019-01-19 19:40:33,6.71,9052705381572,45,Urban
400,South Latoya,2019-01-18 20:09:27,10.98,7144193668593,10,Urban
401,Simpsonburgh,2019-01-12 04:35:48,24.83,3151662422628,21,Urban
402,West Patrickchester,2019-02-12 16:33:18,22.64,4553727088647,25,Urban
403,Richardfort,2019-04-17 02:26:37,23.0,720020655850,38,Urban
404,Hurleymouth,2019-02-20 10:47:47,17.07,7023698303898,36,Urban
405,Leahton,2019-01-27 08:09:59,29.36,2921814447813,17,Urban
406,West Anthony,2019-04-29 01:12:26,27.04,4375353573218,70,Urban
407,New Kimberlyborough,2019-01-05 09:33:59,39.47,2812686066656,33,Urban
408,South Latoya,2019-03-19 22:03:13,40.29,660212576580,10,Urban
409,Williamsstad,2019-04-12 12:30:28,17.57,7099676230210,59,Urban
410,South Karenland,2019-02-01 19:45:09,31.64,9377347717139,4,Urban
411,North Jason,2019-04-16 15:23:51,24.07,9726118672366,6,Urban
412,West Angela,2019-01-27 09:35:35,9.24,2623127281275,48,Urban
413,Lake Danielberg,2019-02-08 05:58:51,10.31,2464526787162,19,Urban
414,Port Samanthamouth,2019-04-06 13:42:16,24.18,8484624581374,57,Urban
415,New Jacobville,2019-02-09 02:25:28,37.51,5692071338561,50,Urban
416,New Kimberlyborough,2019-03-10 13:55:17,10.83,1558582913618,33,Urban
417,New Kimberlyborough,2019-01-08 18:59:23,13.34,626984358861,33,Urban
418,Karenberg,2019-03-05 01:38:53,44.1,9226782716583,22,Urban
419,South Phillip,2019-04-11 10:09:51,21.06,4832097145304,38,Urban
420,Loganberg,2019-01-20 01:34:06,38.66,7239150907201,23,Urban
421,Carriemouth,2019-05-01 04:53:47,10.97,8792105073561,52,Urban
422,West Patrickchester,2019-01-21 14:48:10,19.44,2088367820569,25,Urban
423,Martinezhaven,2019-02-07 21:45:45,4.31,9333328117367,25,Urban
424,Karenside,2019-01-08 08:49:26,22.64,2411622219363,5,Urban
425,North Jason,2019-03-24 07:40:47,32.72,7960288695592,6,Urban
426,Lake Danielberg,2019-03-28 09:56:51,28.53,9808251785117,19,Urban
427,Pattyland,2019-04-03 03:29:52,14.06,5399011565161,59,Urban
428,Pattyland,2019-02-21 17:53:52,7.06,5808457670013,59,Urban
429,Loganberg,2019-01-11 04:27:00,44.34,1376539129772,23,Urban
430,Leahton,2019-02-28 13:10:56,9.08,8197500470005,17,Urban
431,Reynoldsfurt,2019-01-17 21:35:17,24.84,5000179618056,67,Urban
432,Raymondhaven,2019-02-22 23:54:55,7.64,7311722757336,11,Urban
433,South Latoya,2019-02-12 22:59:02,5.54,839760150140,10,Urban
434,Lake Scottton,2019-01-18 02:32:38,31.92,5706292854110,58,Urban
435,Port David,2019-02-24 22:20:33,35.63,3354533588717,7,Urban
436,Roberthaven,2019-04-05 14:01:28,31.09,1016221662728,47,Urban
437,Rogerston,2019-03-24 02:56:21,39.6,9196190355530,25,Urban
438,Karenberg,2019-04-27 14:57:38,44.73,3800715746753,22,Urban
439,Martinezhaven,2019-04-14 16:26:12,32.57,971301770681,25,Urban
440,South Evanton,2019-01-20 23:10:11,25.94,3431712132166,11,Urban
441,North Jasmine,2019-04-26 12:08:00,35.33,6857334790152,33,Urban
442,Hurleymouth,2019-01-12 01:19:37,10.64,8125602737085,36,Urban
443,West Robert,2019-03-07 15:57:52,12.22,2705603518423,39,Urban
444,Deanville,2019-04-21 23:32:00,33.37,7763075637368,49,Urban
445,South Michelleport,2019-01-09 01:48:18,10.68,3236914422707,72,Urban
446,Royland,2019-02-02 12:51:14,42.52,7835417212110,64,Urban
447,Rodneyfort,2019-04-10 23:38:24,25.4,9060368477501,34,Urban
448,North Madeline,2019-01-12 09:42:16,20.82,8114793919394,19,Urban
449,Lake Danielberg,2019-04-28 04:00:40,39.82,7889097267847,19,Urban
450,Port Johnbury,2019-05-02 12:46:00,42.42,3245384693395,3,Urban
451,Richardfort,2019-04-21 03:44:04,9.54,3698147103219,38,Urban
452,Liumouth,2019-03-22 04:06:56,33.1,3678560093519,69,Urban
453,Roberthaven,2019-01-21 19:25:49,23.14,4939144549549,47,Urban
454,Amandaburgh,2019-01-21 04:12:54,9.26,5528427024492,12,Urban
455,South Evanton,2019-04-25 00:37:43,26.84,1539243695029,11,Urban
456,Port Samanthamouth,2019-03-25 13:20:36,34.94,821746998655,57,Urban
457,South Michelleport,2019-03-13 04:21:16,10.44,5684862759907,72,Urban
458,North Madeline,2019-01-14 03:43:39,31.88,8713001121613,19,Urban
459,Hurleymouth,2019-03-17 06:50:12,29.95,5225181132639,36,Urban
460,Port David,2019-04-10 14:27:37,26.68,5361385420513,7,Urban
461,Pattyland,2019-02-10 02:55:45,24.39,7264853866807,59,Urban
462,Liumouth,2019-03-17 19:21:42,19.05,9118269983987,69,Urban
463,Robertport,2019-04-03 01:20:38,15.14,6669724727514,12,Urban
464,Hurleymouth,2019-04-01 06:26:40,9.94,4063425632467,36,Urban
465,West Samuelburgh,2019-04-17 11:25:21,15.03,4021528530189,73,Urban
466,South Phillip,2019-03-18 04:11:03,17.57,8431004701020,38,Urban
467,West Josephberg,2019-01-29 02:13:40,7.58,6142965001815,45,Urban
468,Roberthaven,2019-02-16 10:23:48,14.95,6653679183105,47,Urban
469,West Christopherberg,2019-03-27 23:57:27,21.55,2201807083816,32,Urban
470,Christopherfurt,2019-03-30 13:15:56,31.3,7457133283931,41,Urban
471,Hurleymouth,2019-02-01 03:23:46,22.39,6071733738137,36,Urban
472,Port Frank,2019-03-16 20:54:05,30.24,1454211942922,23,Urban
473,Lake Danielberg,2019-01-16 11:59:09,20.07,8448605657090,19,Urban
474,West Ericstad,2019-03-28 13:29:17,22.28,3135272644045,25,Urban
475,Karenside,2019-03-11 16:18:17,44.29,3269160721454,5,Urban
476,South Evanton,2019-03-17 00:31:07,36.31,2783523386780,11,Urban
477,West Heidi,2019-05-05 15:47:32,37.75,3646773323549,28,Urban
478,Robertport,2019-02-28 22:50:15,13.39,681044064878,12,Urban
479,South Jack,2019-01-05 11:31:02,13.14,6809752015805,46,Urban
480,West Josephberg,2019-02-28 18:19:01,11.1,3529532452493,45,Urban
481,Port Frank,2019-03-26 19:09:42,28.83,889804632019,23,Urban
482,Barajasview,2019-02-19 02:25:34,26.83,937248382509,26,Urban
483,Justinberg,2019-01-03 22:50:12,5.81,9261156860363,39,Urban
484,North Barbara,2019-04-17 02:49:28,39.18,3503287273107,18,Urban
485,West Angela,2019-03-08 13:24:07,4.92,5445148182471,48,Urban
486,South Latoya,2019-03-19 07:54:20,30.03,9560331347461,10,Urban
487,Hurleymouth,2019-01-18 10:59:29,4.66,8622877858946,36,Urban
488,Johnton,2019-04-05 07:12:55,22.87,1030619542522,27,Urban
489,Carriemouth,2019-03-27 02:11:44,38.69,4407120983828,52,Urban
490,Reynoldsfurt,2019-04-19 00:56:32,13.63,7990078064277,67,Urban
491,Christopherfurt,2019-03-16 19:46:26,19.61,2290365678398,41,Urban
492,Liumouth,2019-04-28 00:26:35,5.42,8026921363989,69,Urban
493,New Kimberlyborough,2019-03-19 07:17:50,15.78,6414956560879,33,Urban
494,Martinezhaven,2019-03-07 12:26:18,23.55,7385334795420,25,Urban
495,East Kaylahaven,2019-04-06 16:17:11,35.79,8930600376156,65,Urban
496,Simpsonburgh,2019-04-26 09:31:22,33.71,2597478534819,21,Urban
497,Lake Jonathanshire,2019-01-28 00:07:00,5.67,9756573174778,5,Urban
498,Robertport,2019-04-19 19:45:44,39.57,3970344404659,12,Urban
499,South Karenland,2019-03-20 10:34:54,33.24,3097268591514,4,Urban
500,Raymondhaven,2019-03-07 20:59:06,17.66,9257559713061,11,Urban
501,Port David,2019-02-18 14:47:10,20.16,1847433349462,7,Urban
502,Royland,2019-02-20 19:14:49,38.28,3616647988532,64,Urban
503,East Kaylahaven,2019-01-29 07:28:20,41.62,7157222598785,65,Urban
504,Valentineton,2019-02-23 11:46:09,19.99,9658410514993,45,Urban
505,Martinezhaven,2019-03-12 10:02:28,21.18,4046813358675,25,Urban
506,South Phillip,2019-02-19 20:47:52,28.62,4408026801766,38,Urban
507,Royland,2019-05-04 02:54:31,15.14,4988285663911,64,Urban
508,West Heidi,2019-02-05 19:24:40,24.32,426277253824,28,Urban
509,East Kaylahaven,2019-02-28 16:46:23,33.72,1224917954969,65,Urban
510,New Kimberlyborough,2019-04-03 16:27:42,14.73,9083112202235,33,Urban
511,South Karenland,2019-01-10 23:48:39,37.58,7165967611782,4,Urban
512,Richardfort,2019-02-03 00:14:26,29.04,4982665519010,38,Urban
513,Justinberg,2019-03-10 05:15:34,22.43,5552741571929,39,Urban
514,Huntermouth,2019-03-21 08:44:32,32.42,3393252517981,37,Urban
515,Roberthaven,2019-03-22 04:19:27,34.69,1772989496998,47,Urban
516,West Heidi,2019-03-11 16:10:27,43.45,4654877028801,28,Urban
517,Raymondhaven,2019-02-17 02:06:40,39.7,3251742665126,11,Urban
518,Karenside,2019-04-16 23:13:24,39.32,3155939101247,5,Urban
519,Rogerston,2019-03-16 20:49:51,43.82,4718959573846,25,Urban
520,Port Johnbury,2019-04-28 16:29:16,36.42,273965502753,3,Urban
521,West Josephberg,2019-01-18 12:47:59,43.85,9654655899765,45,Urban
522,North Jasmine,2019-02-05 22:28:38,19.21,6785090593864,33,Urban
523,Loganberg,2019-04-10 04:59:53,35.97,8828009078941,23,Urban
524,Barajasview,2019-04-15 20:37:17,17.76,8098247711287,26,Urban
525,New Paulton,2019-04-17 20:05:26,44.43,338360694028,44,Urban
526,West Angela,2019-01-19 00:36:52,40.4,740626207222,48,Urban
527,North Jasmine,2019-02-18 03:09:59,31.49,9759084210607,33,Urban
528,North Barbara,2019-02-11 18:51:20,43.26,8973500869212,18,Urban
529,Rogerston,2019-03-02 00:54:29,25.14,1722619288127,25,Urban
530,Williamsstad,2019-02-21 10:56:41,4.9,7176452471538,59,Urban
531,South Jack,2019-01-14 17:06:37,40.65,5440570608100,46,Urban
532,West Anthony,2019-04-15 11:02:50,43.82,4381502138184,70,Urban
533,Royland,2019-02-12 01:18:02,44.33,5324586781265,64,Urban
534,West Angela,2019-04-03 14:44:18,23.52,4843054118477,48,Urban
535,Liumouth,2019-02-22 03:55:59,6.39,8116526250811,69,Urban
536,Amandaburgh,2019-04-19 16:30:12,6.27,4400632718421,12,Urban
537,West Ericstad,2019-01-23 10:13:17,10.12,8035850217034,25,Urban
538,South Jack,2019-01-15 05:51:27,5.58,1793901526227,46,Urban
539,Barajasview,2019-05-02 21:02:33,17.12,4628923040888,26,Urban
540,Amandaburgh,2019-03-20 07:40:33,27.45,3701008274871,12,Urban
541,East Kaylahaven,2019-03-17 23:54:01,8.62,1953430308989,65,Urban
542,Port Samanthamouth,2019-01-27 00:57:25,28.46,882650442979,57,Urban
543,New Paulville,2019-01-25 15:19:45,15.04,7529441865090,44,Urban
544,West Anthony,2019-04-03 02:42:50,10.56,3762871811396,70,Urban
545,Raymondhaven,2019-01-06 20:15:24,21.19,9473615555967,11,Urban
546,Rogerston,2019-01-03 21:45:19,36.28,7090350986768,25,Urban
547,Port David,2019-04-02 16:53:49,41.14,2694440573613,7,Urban
548,North Markport,2019-02-08 22:01:28,34.69,2742194758388,22,Urban
549,West Angela,2019-03-04 17:50:37,20.72,1784730761330,48,Urban
550,South Michelleport,2019-04-21 18:31:07,21.98,5893808238950,72,Urban
551,Port Frank,2019-02-10 08:14:32,40.82,6386241535933,23,Urban
552,Rogerston,2019-02-14 05:24:26,19.42,8770692552959,25,Urban
553,Joneschester,2019-04-02 04:52:55,10.52,4970367967024,39,Urban
554,South Karenland,2019-03-17 01:22:44,23.26,556550826022,4,Urban
555,West Angela,2019-05-05 14:17:49,23.66,9188266805735,48,Urban
556,Royland,2019-02-10 13:50:42,11.24,4949540975576,64,Urban
557,Christopherfurt,2019-01-30 22:09:42,6.32,4289780319755,41,Urban
558,Barajasview,2019-04-09 08:10:39,39.36,1801612492097,26,Urban
559,Christopherfurt,2019-02-08 11:46:15,25.76,951780836764,41,Urban
560,Leahton,2019-01-13 00:03:43,9.37,4669655714135,17,Urban
561,Port Angela,2019-04-15 23:02:22,20.16,6490089576161,67,Urban
562,Loganberg,2019-01-13 23:53:09,41.86,7045605197277,23,Urban
563,West Heidi,2019-02-24 04:41:39,40.8,4274249900056,28,Urban
564,Robertport,2019-02-24 22:01:38,8.48,2892772641554,12,Urban
565,Karenside,2019-03-14 17:07:27,16.31,8818349412178,5,Urban
566,West Christopherberg,2019-03-20 03:04:47,42.83,6898409001667,32,Urban
567,West Gabriel,2019-01-15 14:51:33,13.38,7560918647139,57,Urban
568,Simpsonburgh,2019-04-01 04:02:50,25.65,2869643436519,21,Urban
569,West Robert,2019-05-04 04:36:23,5.36,9799481382484,39,Urban
570,Loganberg,2019-02-17 07:58:51,44.47,3541067049177,23,Urban
571,West Anthony,2019-04-20 20:13:28,11.85,4274669968599,70,Urban
572,Jerryton,2019-05-01 17:20:29,4.97,8096395372343,64,Urban
573,North Jasmine,2019-03-04 16:59:24,42.58,8864577115428,33,Urban
574,North Madeline,2019-01-26 02:37:54,5.59,3676436575718,19,Urban
575,Royland,2019-03-25 18:17:04,7.09,5660295214299,64,Urban
576,New Paulton,2019-01-21 17:04:11,18.3,3721166159643,44,Urban
577,Richardfort,2019-02-08 15:50:12,16.55,2270463070874,38,Urban
578,Barajasview,2019-02-03 09:58:39,39.39,9437995336707,26,Urban
579,Pattyland,2019-04-18 23:27:09,28.66,2342400848379,59,Urban
580,West Christopherberg,2019-02-17 03:30:47,4.4,4353113095330,32,Urban
581,Grahamburgh,2019-02-25 12:18:38,14.51,6157111914475,61,Urban
582,New Kimberlyborough,2019-04-11 10:38:15,12.01,135528560801,33,Urban
583,North Madeline,2019-05-02 23:25:49,11.94,7526664843423,19,Urban
584,Simpsonburgh,2019-04-12 19:38:44,22.45,7811391600020,21,Urban
585,Martinezhaven,2019-02-16 17:25:31,15.33,9810609975378,25,Urban
586,West Heidi,2019-03-30 02:27:21,11.15,2264871572013,28,Urban
587,Christopherfurt,2019-04-12 14:37:13,22.91,5928118050739,41,Urban
588,Karenside,2019-04-28 02:38:11,39.41,4711188257853,5,Urban
589,Rogerston,2019-04-01 09:27:03,28.54,9963100218298,25,Urban
590,West Samuelburgh,2019-02-19 11:01:35,17.77,7608984799120,73,Urban
591,Joneschester,2019-03-17 22:39:55,15.35,2307172112042,39,Urban
592,West Heidi,2019-02-27 11:19:43,35.19,6998274661093,28,Urban
593,West Heidi,2019-03-02 09:13:23,23.55,6478066239773,28,Urban
594,Roberthaven,2019-03-30 15:12:10,16.2,2949492899335,47,Urban
595,Karenberg,2019-04-07 16:28:35,16.11,4806086618308,22,Urban
596,Port Angela,2019-03-08 16:32:28,23.06,2750735754263,67,Urban
597,Hurleymouth,2019-02-07 06:07:37,36.7,174817935586,36,Urban
598,Simpsonburgh,2019-03-31 11:49:06,24.16,9709763173877,21,Urban
599,South Jack,2019-03-14 17:18:02,18.66,3511595408654,46,Urban
600,New Jacobville,2019-03-10 01:02:12,10.63,650454073183,50,Urban
601,Williamsstad,2019-04-16 16:21:54,32.43,7177820757193,59,Urban
602,Port Johnbury,2019-03-27 08:26:32,38.99,4115681049074,3,Urban
603,North Jasmine,2019-02-17 00:27:47,35.11,6620977832578,33,Urban
604,South Jack,2019-01-03 23:11:22,4.95,9005601861976,46,Urban
605,Pattyland,2019-04-23 02:57:08,13.01,9345291289088,59,Urban
606,Raymondhaven,2019-02-16 04:31:29,24.31,8960623511494,11,Urban
607,Joneschester,2019-04-24 13:07:44,9.78,967059001191,39,Urban
608,North Jason,2019-02-19 04:45:59,15.87,7791829022351,6,Urban
609,Williamsstad,2019-02-22 04:25:41,20.56,5813755050580,59,Urban
610,West Christopherberg,2019-02-19 19:49:30,40.98,752483924594,32,Urban
611,South Karenland,2019-03-19 14:50:21,23.07,5759339375338,4,Urban
612,Rodneyfort,2019-03-07 23:37:32,7.78,2859632419166,34,Urban
613,Lake Scottton,2019-02-05 11:47:56,24.54,3770264244362,58,Urban
614,Royland,2019-01-26 21:29:46,14.68,1747288700619,64,Urban
615,Martinezhaven,2019-01-21 01:50:28,42.75,9056087833483,25,Urban
616,West Patrickchester,2019-03-17 04:51:53,17.38,3066494740812,25,Urban
617,Raymondhaven,2019-03-31 17:01:37,36.29,8959236448389,11,Urban
618,West Robert,2019-03-06 06:10:01,22.86,2318924655908,39,Urban
619,South Evanton,2019-02-25 18:39:11,15.06,8873328684410,11,Urban
620,West Christopherberg,2019-03-07 20:09:48,32.27,2175995190390,32,Urban
621,West Josephberg,2019-04-19 01:55:51,42.53,6114371775734,45,Urban
622,Liumouth,2019-03-06 07:44:32,23.53,2430165353440,69,Urban
623,West Christopherberg,2019-02-10 19:41:43,8.42,836258929042,32,Urban
624,Hurleymouth,2019-02-23 13:48:18,18.15,6051426056694,36,Urban
625,Port Angela,2019-02-26 10:01:46,28.52,6783567697046,67,Urban
626,West Samuelburgh,2019-01-31 09:17:15,14.11,6038399993379,73,Urban
627,North Barbara,2019-04-06 09:03:01,26.64,929433010137,18,Urban
628,Rodneyfort,2019-04-29 00:20:22,44.28,6979257207125,34,Urban
629,North Jason,2019-04-05 02:05:55,31.89,9988466063962,6,Urban
630,Port David,2019-02-11 23:07:39,10.05,6921950351964,7,Urban
631,Raymondhaven,2019-01-27 15:52:21,41.76,7325938233362,11,Urban
632,Barajasview,2019-03-12 04:54:10,37.05,1829231979881,26,Urban
633,Liumouth,2019-01-17 16:17:18,33.29,3424319492696,69,Urban
634,North Barbara,2019-03-24 06:49:11,4.05,5344060775757,18,Urban
635,Valentineton,2019-04-03 11:34:45,18.62,555060361832,45,Urban
636,West Samuelburgh,2019-04-17 19:01:44,10.58,2071898775101,73,Urban
637,Carriemouth,2019-01-15 06:27:59,24.13,7417680158298,52,Urban
638,Carriemouth,2019-05-08 04:20:00,21.99,117997692054,52,Urban
639,Erikaland,2019-02-21 20:28:30,12.44,2705086825803,37,Urban
640,Grahamburgh,2019-01-18 07:41:16,23.35,8084539320626,61,Urban
641,East Kaylahaven,2019-01-29 13:01:07,9.81,2058424667529,65,Urban
642,Carriemouth,2019-02-04 00:29:52,24.87,6015598860404,52,Urban
643,Justinberg,2019-04-14 14:48:43,24.34,1492818096457,39,Urban
644,Pattyland,2019-01-01 17:22:58,42.11,9614950109785,59,Urban
645,Royland,2019-04-09 00:32:12,22.89,5157860209922,64,Urban
646,Huntermouth,2019-03-14 10:37:58,30.49,9537564108817,37,Urban
647,Huntermouth,2019-01-17 12:10:59,41.48,7802304472162,37,Urban
648,Huntermouth,2019-02-03 12:19:32,31.43,4782856135575,37,Urban
649,South Evanton,2019-02-21 08:05:48,34.21,5093964974376,11,Urban
650,West Robert,2019-04-12 08:17:16,32.48,7544372967170,39,Urban
651,Raymondhaven,2019-03-02 04:56:41,5.19,4175054279743,11,Urban
652,Port Frank,2019-04-02 15:48:32,13.55,4849705700770,23,Urban
653,West Heidi,2019-03-18 04:53:20,4.29,4315017466135,28,Urban
654,Amandaburgh,2019-04-01 09:24:21,24.29,1995462170530,12,Urban
655,Liumouth,2019-02-27 18:08:19,43.31,1510929985528,69,Urban
656,Barajasview,2019-03-15 22:44:08,28.3,1314271514395,26,Urban
657,New Kimberlyborough,2019-03-19 15:25:24,27.37,533038154167,33,Urban
658,West Samuelburgh,2019-01-06 08:34:21,43.05,9810772317135,73,Urban
659,Lake Scottton,2019-01-28 02:32:37,23.95,9483395581537,58,Urban
660,North Jason,2019-01-14 20:53:44,26.58,8642389596914,6,Urban
661,East Kaylahaven,2019-03-23 10:48:34,4.64,1908039054942,65,Urban
662,Johnton,2019-03-15 08:40:23,43.5,7134200570421,27,Urban
663,Roberthaven,2019-02-22 19:42:54,27.48,9420000697474,47,Urban
664,Robertport,2019-01-25 01:33:06,44.75,6711343300903,12,Urban
665,Joneschester,2019-02-16 02:35:16,9.48,4155294950060,39,Urban
666,Johnton,2019-05-02 02:19:02,32.38,8954815235985,27,Urban
667,West Anthony,2019-02-19 22:53:02,27.9,4267516319637,70,Urban
668,Martinezhaven,2019-03-11 20:07:13,7.01,7636746329063,25,Urban
669,Port Johnbury,2019-03-30 17:59:22,15.17,4900589555228,3,Urban
670,Williamsview,2019-04-07 02:32:23,19.19,8047769956638,46,Urban
671,West Robert,2019-02-23 19:46:33,33.24,3055026277315,39,Urban
672,Barajasview,2019-03-19 12:17:33,26.6,5623058981104,26,Urban
673,Williamsstad,2019-05-06 12:39:09,40.79,8720870563338,59,Urban
674,Justinberg,2019-01-22 09:08:49,38.3,1287829992528,39,Urban
675,Justinberg,2019-04-16 01:26:39,16.58,1476443795435,39,Urban
676,Carriemouth,2019-02-17 05:01:00,22.66,3717939611043,52,Urban
677,South Evanton,2019-04-10 05:38:29,30.36,5254904485721,11,Urban
678,Simpsonburgh,2019-02-14 22:52:40,30.0,7644620182703,21,Urban
679,New Kimberlyborough,2019-01-07 05:12:12,15.22,7020071980202,33,Urban
680,Richardfort,2019-04-03 15:07:34,40.77,9496210735824,38,Urban
681,Williamsview,2019-01-05 00:44:39,21.59,6180215746345,46,Urban
682,Carriemouth,2019-01-04 15:56:18,31.99,4872537912318,52,Urban
683,West Christopherberg,2019-04-06 13:59:18,25.31,3275952096570,32,Urban
684,New Jacobville,2019-04-10 04:16:04,42.92,4021024039865,50,Urban
685,Karenberg,2019-04-23 21:11:11,26.92,9685096099889,22,Urban
686,Johnton,2019-02-28 05:42:04,12.02,6670296339067,27,Urban
687,Amandaburgh,2019-04-20 02:16:07,16.27,3513123734716,12,Urban
688,Port Frank,2019-04-25 23:04:28,19.43,7792158774140,23,Urban
689,Martinezhaven,2019-02-03 06:15:55,11.61,3416645088537,25,Urban
690,Joneschester,2019-03-09 03:25:16,39.32,1553159622320,39,Urban
691,West Robert,2019-04-07 06:17:04,40.69,502550639735,39,Urban
692,West Heidi,2019-02-06 00:47:29,40.55,6257937027554,28,Urban
693,Lake Jonathanshire,2019-01-24 12:24:22,34.65,3319117904437,5,Urban
694,Johnton,2019-01-22 13:10:36,24.17,7413359170219,27,Urban
695,South Karenland,2019-01-31 15:50:00,36.28,9219993138886,4,Urban
696,Liumouth,2019-01-05 19:32:37,27.02,3773616513642,69,Urban
697,Port Angela,2019-02-08 00:14:45,15.58,7388734438164,67,Urban
698,Johnton,2019-02-26 09:36:01,18.76,6360819904963,27,Urban
699,Pattyland,2019-02-05 00:47:59,28.81,115406526815,59,Urban
700,Deanville,2019-04-26 04:05:05,28.44,3326161310503,49,Urban
701,West Anthony,2019-03-03 00:24:33,20.71,7550332627602,70,Urban
702,South Phillip,2019-02-28 14:54:06,42.2,9813556258471,38,Urban
703,North Jason,2019-01-05 10:59:55,16.22,3842420346576,6,Urban
704,Loganberg,2019-01-31 23:29:52,13.69,4066009191862,23,Urban
705,Port Frank,2019-01-27 13:40:02,38.97,5944395790403,23,Urban
706,South Evanton,2019-03-06 23:01:03,44.41,2760303116294,11,Urban
707,West Angela,2019-01-22 02:28:03,32.18,4244815728759,48,Urban
708,Rodneyfort,2019-04-12 23:29:11,27.81,5669400941983,34,Urban
709,Carriemouth,2019-04-28 09:25:03,37.35,4812351487449,52,Urban
710,Hurleymouth,2019-02-28 03:20:15,44.85,5104279018287,36,Urban
711,Lake Danielberg,2019-03-20 05:37:35,33.9,25082058503,19,Urban
712,Lake Jonathanshire,2019-03-24 16:27:49,14.94,1670908453476,5,Urban
713,Williamsview,2019-05-04 14:56:45,32.8,2677734881755,46,Urban
714,West Josephberg,2019-02-19 20:48:16,4.07,1348027294873,45,Urban
715,Christopherfurt,2019-04-06 22:33:03,27.46,7399938354587,41,Urban
716,South Phillip,2019-02-01 12:52:11,39.27,5307992243039,38,Urban
717,New Paulville,2019-02-18 23:43:21,38.97,1733923029962,44,Urban
718,Grahamburgh,2019-03-24 13:39:38,32.17,2400244207933,61,Urban
719,Port Johnbury,2019-02-08 10:29:22,7.63,3497571495972,3,Urban
720,Port David,2019-03-04 00:41:43,23.7,6492204643079,7,Urban
721,West Ericstad,2019-04-13 09:52:43,22.39,5770758245255,25,Urban
722,Karenside,2019-05-03 15:31:44,32.68,9194164542801,5,Urban
723,Valentineton,2019-02-25 02:33:57,10.21,4595886540802,45,Urban
724,Martinezhaven,2019-03-21 07:56:22,39.26,9867639864905,25,Urban
725,Huntermouth,2019-03-21 13:31:31,27.96,3030924771455,37,Urban
726,Rogerston,2019-03-18 12:47:22,8.58,4178975305980,25,Urban
727,West Angela,2019-03-07 10:38:26,14.8,5022473192100,48,Urban
728,Rodneyfort,2019-03-15 10:18:45,30.83,4175051895472,34,Urban
729,North Jasmine,2019-04-24 08:49:13,28.24,8273889689587,33,Urban
730,Raymondhaven,2019-01-25 06:48:15,14.65,3912461075756,11,Urban
731,Richardfort,2019-02-19 14:09:20,27.11,8690324801449,38,Urban
732,West Josephberg,2019-03-16 07:06:47,10.04,6775774050400,45,Urban
733,Erikaland,2019-05-07 11:23:59,22.72,5590425216650,37,Urban
734,Royland,2019-01-15 08:50:46,4.1,9409233443225,64,Urban
735,Roberthaven,2019-03-27 07:24:26,11.51,9185063648602,47,Urban
736,Justinberg,2019-04-16 05:05:36,27.1,1854545390206,39,Urban
737,East Kaylahaven,2019-01-04 23:57:27,24.37,5735199074888,65,Urban
738,North Jason,2019-02-22 07:07:53,18.67,190295095970,6,Urban
739,Karenside,2019-02-12 20:45:11,25.58,6569017784661,5,Urban
740,Raymondhaven,2019-02-28 16:10:35,11.26,3122705988715,11,Urban
741,Amandaburgh,2019-03-13 12:52:31,13.88,6222134922674,12,Urban
